"Name","StageID","StageType","ChannelId","StageNameSID","QuestStageNameSID","LoadingId","ThemeID","CameraPreset","BlockSize","ChaVRadius","RevivalId","KickRevivalId","RestartWarpLocation","KillZone","StageLevel","CombatPower","EnableLevel","EnableQuest","EnableCombatPower","EnableGreatBuildingID","EnableBuildingStep","EnablePkGrade","AirWalkban","DirectWarpAble","BoardOnOff","CanMeditation","GuildSanctumId","SummonItemUseType","EXPPenalty","ReturnWarpLocation","ReturnWarpItemUseId","DirectWarpNeedCostId","DirectWarpNeedCostCount","DirectWarpNeedItemId","DirectWarpNeedItemCount","DirectWarpNeedItemUseId","WaitingWarpLocation","PkOnOff","PkOnOffNonPK","PKGuardOff","PKtendency","Durability","StageRule","DeathPenalty_Durability","DeathPenalty_Injure","DeathPenalty_Steal","DeathPenalty_StealValue","DeathPenalty_EXP","IconId","MapMiniInfo","GraphicLevel","TriggerLevel","Gendata","GenDoorData","DungeonScriptData","SpawnDataID","NaviMeshId_Main","NaviMeshId_Sub01","IsPossibleMacroMode","StandardPosition_X","StandardPosition_Y","WayPoint","SafetyArea","SectorGrade","GetWayType","GatheringZone","MiningZone","SpiritZone","GetWayCoordinate","SequenceType","SequencePlayId","Repeat","DominionId_Inter","DominionId_Siege","DominionId_StrongPoint","IsInterServer","DominionId_Grade1","DominionId_Grade2","DominionId_Grade3","GuildWarPlunderId","SeverVisit","SeverVisitRevivalId","SeverVisitNoVitality","ConquerSeverNoVitality","Mapmark","Union_Zone","GuildAltarId","PkPenalty","PkDeathPanalty","PkSteal","PkDurability"
"103003010","103003010","1","1001","410280","410280","101","103030","100","4800","0","10000250","0","0","-10000","40","32741","0","102104600","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1061","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103003010.json","/Game/Maps/Chapt03/FG/FG_SnakeValley/FG_SnakeValley_s","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_SnakeValley","GENDATA_103003010.json","0","0","103003010","103003010","0","1","-23520","-18950","WAYPOINT_103003010.json","SAFE_AREA_103003010.json","SECTOR_GRADE_103003010.json","1","(X=6540.000000,Y=2063.000000,Z=493.000000)","(X=13948.420898,Y=9177.680664,Z=102.182785)","(X=-295.000000,Y=-7650.000000,Z=-694.312988)","(X=-3762.011963,Y=12506.627930,Z=-607.890991)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103003020","103003020","1","1001","410284","410284","102","103081","100","4800","0","10000250","0","0","-3000","48","41639","0","103003100","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1065","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103003020.json","/Game/Maps/Chapt03/FG/FG_DeathValley_01/FG_DeathValley_01_S","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_DeathValley_01","GENDATA_103003020.json","0","0","103003020","103003020","0","1","-26275","-35571","WAYPOINT_103003020.json","SAFE_AREA_103003020.json","SECTOR_GRADE_103003020.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-15558.001953,Y=-1294.821167,Z=652.043762)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103003030","103003030","1","1001","410285","410285","101","103082","100","4800","0","10000250","0","0","-3000","50","44115","0","103003100","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1070","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103003030.json","/Game/Maps/Chapt03/FG/FG_DeathValley_02/FG_DeathValley_02_S","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_DeathValley_02","GENDATA_103003030.json","0","0","0","103003030","0","1","-30412","-31940","WAYPOINT_103003030.json","SAFE_AREA_103003030.json","SECTOR_GRADE_103003030.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-16677.000000,Y=-11993.000000,Z=2362.363525)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103003040","103003040","1","1005","410286","410286","101","103010","100","3200","0","1000080","0","0","-3000","37","29825","0","103001500","0","0","0","0","0","1","1","1","0","1","1","1006","622000001","0","0","61301001","1","621000001","1074","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103003040.json","/Game/Maps/Chapt01/FG/FG_Cliff/FG_Cliff_02","/Game/Maps/Chapt01/FG/Trigger/TRG_FG_Cliff_02","GENDATA_103003040.json","0","0","103003040","103003040","0","1","-27080","-6120","WAYPOINT_103003040.json","SAFE_AREA_103003040.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-4685.000000,Y=5025.000000,Z=272.312988)","(X=-3325.552002,Y=-1145.181641,Z=266.162476)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103003050","103003050","1","1004","410287","410287","102","103100","100","6400","0","10000250","0","0","-3000","52","45660","0","103009550","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1072","0","0","0","0","0","0","0","1","3","1001","3","900003","MAP_MINI_103003050.json","/Game/Maps/Instance/Raid/Raid_Snake/Raid_Snake","/Game/Maps/Instance/Raid/Trigger/TRG_Raid_Snake","GENDATA_103003050.json","0","0","0","103003050","0","1","-20131","-7688","WAYPOINT_103003050.json","SAFE_AREA_103003050.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103003060","103003060","6","1004","420006","420006","101","103020","100","6400","0","10000330","0","0","-3000","37","29825","0","103001950","0","0","0","0","0","1","1","1","0","1","1","1006","622000001","0","0","61301001","1","621000001","1082","1","1","1","0","0","0","0","0","0","0","0","900010","MAP_MINI_103003060.json","/Game/Maps/Chapt01/ST/ST_Cave/ST_Cave","/Game/Maps/Chapt01/ST/Trigger/TRG_ST_Cave_Chapter3","GENDATA_103003060.json","0","0","0","101005010","0","1","-9260","-15050","WAYPOINT_103003060.json","0","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=7240.000000,Y=-7450.000000,Z=4050.000000)","0","0","0","0","0","0","0","0","0","0","0","1082","10000330","1","0","1","0","0","0","0","0","0"
"103003070","103003070","1","1001","410288","410288","101","103050","100","4800","0","10000250","0","0","-10000","42","35350","0","103003100","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1084","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103003070.json","/Game/Maps/Chapt03/FG/FG_Sayo/FG_Sayo_renewal","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_Sayo","GENDATA_103003070.json","0","0","103003070","103003070","0","1","-43134","-40019","WAYPOINT_103003070.json","SAFE_AREA_103003070.json","SECTOR_GRADE_103003070.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=27947.117188,Y=9981.876953,Z=345.250000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"103004010","103004010","1","1004","410289","410289","102","103040","100","3200","0","10000250","0","0","-3000","41","34942","0","103003100","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1063","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_103004010.json","/Game/Maps/Chapt03/FD/FD_SnakeCave/FD_SnakeCave","/Game/Maps/Chapt03/FD/Trigger/TRG_FD_SnakeCave","GENDATA_103004010.json","0","0","0","103004010","0","1","-28306","-33603","WAYPOINT_103004010.json","SAFE_AREA_103004010.json","SECTOR_GRADE_103004010.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-24.361433,Y=-943.426453,Z=1976.874390)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104003010","104003010","1","1004","410081","410081","101","104010","100","3200","0","10000250","0","0","-3000","55","49447","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4002","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104003010.json","/Game/Maps/Chapt04/FG/FG_MineHill/FG_MineHill","/Game/Maps/Chapt04/FG/Trigger/TRG_FG_MineHill","GENDATA_104003010.json","0","0","0","104003010","0","1","-11972","-9265","WAYPOINT_104003010.json","SAFE_AREA_104003010.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=588.581238,Y=640.633179,Z=220.355011)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004010","104004010","1","1005","410082","410082","102","104020","100","3200","0","10000250","0","0","-3000","55","49447","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4001","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004010.json","/Game/Maps/Chapt04/FD/FD_MineTop/FD_MineTop","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_MineTop","GENDATA_104004010.json","0","0","0","104004010","0","1","-7896","-7813","WAYPOINT_104004010.json","SAFE_AREA_104004010.json","SECTOR_GRADE_104004010.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-1880.000000,Y=-5690.000000,Z=800.000000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004040","104004040","1","1001","410083","410083","101","104041","100","3200","0","10000250","0","0","-3000","57","50297","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4016","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004040.json","/Game/Maps/Chapt04/FD/FD_Mine01_01/FD_Mine01_01_S","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_Mine01_01","GENDATA_104004040.json","0","0","0","104004040","0","1","-43780","-55100","WAYPOINT_104004040.json","SAFE_AREA_104004040.json","SECTOR_GRADE_104004040.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=11810.453125,Y=-12908.639648,Z=1923.294556)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004050","104004050","1","1005","420004","420004","102","104030","100","4800","0","10000250","0","0","-3000","56","49991","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4010","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004050.json","/Game/Maps/Chapt04/FD/FD_EightAngle/FD_EightAngle","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_EightAngle","GENDATA_104004050.json","0","0","0","104004050","0","1","-25791","-20043","WAYPOINT_104004050.json","SAFE_AREA_104004050.json","SECTOR_GRADE_104004050.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-16037.893555,Y=-8885.893555,Z=968.446411)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004060","104004060","1","1001","410086","410086","101","104082","100","3200","0","10000250","0","0","-3000","66","54724","0","104201850","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4011","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004060.json","/Game/Maps/Chapt04/FD/FD_Mine02_01/FD_Mine02_01","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_Mine02_01","GENDATA_104004060.json","0","0","104004060","104004060","0","1","-40820","-48500","WAYPOINT_104004060.json","SAFE_AREA_104004060.json","SECTOR_GRADE_104004060.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-8865.257813,Y=11540.830078,Z=487.704193)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004070","104004070","1","1001","410085","410085","102","104081","100","3200","0","10000250","0","0","-3000","65","54434","0","104201850","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4019","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004070.json","/Game/Maps/Chapt04/FD/FD_Mine02_02/FD_Mine02_02","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_Mine02_02","GENDATA_104004070.json","0","0","0","104004070","0","1","-25160","-27700","WAYPOINT_104004070.json","SAFE_AREA_104004070.json","SECTOR_GRADE_104004070.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=7507.471680,Y=14310.660156,Z=1575.340210)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004090","104004090","1","1001","410087","410087","101","104042","100","3200","0","10000250","0","0","-3000","58","50508","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4017","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004090.json","/Game/Maps/Chapt04/FD/FD_Mine01_02/FD_Mine01_02_S","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_Mine01_02","GENDATA_104004090.json","0","0","104004090","104004090","0","1","-51303","-38839","WAYPOINT_104004090.json","SAFE_AREA_104004090.json","SECTOR_GRADE_104004090.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=38.660400,Y=10967.584961,Z=2750.625000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104004100","104004100","1","1001","410088","410088","102","104043","100","3200","0","10000250","0","0","-3000","59","50807","0","103009800","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4021","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104004100.json","/Game/Maps/Chapt04/FD/FD_Mine01_03/FD_Mine01_03_S","/Game/Maps/Chapt04/FD/Trigger/TRG_FD_Mine01_03","GENDATA_104004100.json","0","0","0","104004100","0","1","-42030","-37490","WAYPOINT_104004100.json","SAFE_AREA_104004100.json","SECTOR_GRADE_104004100.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-4261.739258,Y=7275.602539,Z=2430.158203)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"104005010","104005010","1","1004","410089","410089","101","104060","100","6400","0","10000250","0","0","-3000","59","50807","0","104109850","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4029","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_104005010.json","/Game/Maps/Chapt04/ST/ST_Mine_Boss_02/ST_Mine_Boss_02","/Game/Maps/Chapt04/ST/Trigger/TRG_ST_Mine_Boss_02","GENDATA_104005010.json","0","0","104005010","104005010","0","1","-13925","-12200","WAYPOINT_104005010.json","SAFE_AREA_104005010.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-2905.000000,Y=1055.000000,Z=-130.000000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105001010","105001010","1","1005","410290","410290","101","104100","100","4800","0","10000250","0","0","-3000","61","52029","0","104201850","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","4036","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105001010.json","/Game/Maps/Chapt03/FG/FG_VillainTown/FG_VillainTown","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_VillainTown","GENDATA_105001010.json","0","0","105001010","105001010","0","1","-15976","-12715","WAYPOINT_105001010.json","SAFE_AREA_105001010.json","SECTOR_GRADE_105001010.json","1","(X=0,Y=0,Z=0)","(X=-7702.960449,Y=3406.440918,Z=508.374146)","(X=0,Y=0,Z=0)","(X=12196.959961,Y=295.104218,Z=7049.854980)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105001020","105001020","1","1001","420005","420005","101","104110","100","4800","0","10000250","0","0","-3000","61","52029","0","104201850","0","0","0","0","0","1","1","1","0","1","1","1030030101","622000001","0","0","61301001","1","621000001","1086","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105001020.json","/Game/Maps/Chapt03/FG/FG_Camp/FG_Camp01","/Game/Maps/Chapt03/FG/Trigger/TRG_FG_Camp01","GENDATA_105001020.json","0","0","105001020","105001020","0","1","-37862","-26777","WAYPOINT_105001020.json","SAFE_AREA_105001020.json","SECTOR_GRADE_105001020.json","1","(X=0,Y=0,Z=0)","(X=-6773.933594,Y=-11205.048828,Z=239.532959)","(X=11255.000000,Y=-1625.000000,Z=921.781006)","(X=13279.004883,Y=-8362.194336,Z=220.001328)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105002010","105002010","1","1001","410292","410292","101","105010","100","4800","0","10000420","0","0","-5000","70","58843","0","105100860","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","4044","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105002010.json","/Game/Maps/Chapt05/FG/FG_Forest/FG_Forest","/Game/Maps/Chapt05/FG/Trigger/TRG_FG_Forest","GENDATA_105002010.json","0","0","105002010","105002010","0","1","-28145","-31825","WAYPOINT_105002010.json","SAFE_AREA_105002010.json","SECTOR_GRADE_105002010.json","1","(X=1618.052002,Y=-5007.063965,Z=1558.000000)","(X=-20144.277344,Y=9889.296875,Z=-1684.527100)","(X=-600.000000,Y=7135.000000,Z=-4246.655762)","(X=22247.677734,Y=12177.930664,Z=119.742950)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105002020","105002020","1","1002","410293","410293","101","105030","100","4800","0","10000420","0","0","-3000","74","59924","0","105100860","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","4045","0","0","0","0","0","0","0","1","3","1001","3","900002","MAP_MINI_105002020.json","/Game/Maps/Chapt05/TW/TW_DoGwan/TW_DoGwan","/Game/Maps/Chapt05/TW/Trigger/TRG_TW_Dogwan","GENDATA_105002020.json","0","0","105002020","105002020","0","1","-36071","-27252","WAYPOINT_105002020.json","SAFE_AREA_105002020.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=120.216980,Y=8156.220703,Z=11.531845)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105002050","105002050","1","1001","410051","410051","101","105041","100","4800","0","10000420","0","0","-10000","77","61153","0","105105800","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","4047","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105002050.json","/Game/Maps/Chapt05/FG/FG_Mountain_03/FG_Mountain_03","/Game/Maps/Chapt05/FG/Trigger/TRG_FG_Mountain_03","GENDATA_105002050.json","0","0","105002050","105002050","0","1","-19886","-21199","WAYPOINT_105002050.json","SAFE_AREA_105002050.json","SECTOR_GRADE_105002050.json","1","(X=0,Y=0,Z=0)","(X=-14865.094727,Y=7711.202637,Z=696.646667)","(X=0,Y=0,Z=0)","(X=16759.996094,Y=16300.104492,Z=92.067116)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105002060","105002060","1","1001","410050","410050","101","105042","100","4800","0","10000420","0","0","-10000","79","61752","0","105105800","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","4049","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105002060.json","/Game/Maps/Chapt05/FG/FG_Mountain_02/FG_Mountain_02","/Game/Maps/Chapt05/FG/Trigger/TRG_FG_Mountain_02","GENDATA_105002060.json","0","0","105002060","105002060","0","1","-25393","-22152","WAYPOINT_105002060.json","SAFE_AREA_105002060.json","SECTOR_GRADE_105002060.json","1","(X=0,Y=0,Z=0)","(X=-5045.718750,Y=11335.876953,Z=-1264.863281)","(X=0,Y=0,Z=0)","(X=-7921.548828,Y=15903.712891,Z=-2315.035889)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"105002070","105002070","1","1001","410049","410049","101","105043","100","4800","0","10000420","0","0","-10000","81","64747","0","105105800","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","4053","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_105002070.json","/Game/Maps/Chapt05/FG/FG_Mountain_01/FG_Mountain_01","/Game/Maps/Chapt05/FG/Trigger/TRG_FG_Mountain_01","GENDATA_105002070.json","0","0","105002070","105002070","0","1","-25328","-22275","WAYPOINT_105002070.json","SAFE_AREA_105002070.json","SECTOR_GRADE_105002070.json","1","(X=0,Y=0,Z=0)","(X=-18030.404297,Y=24777.888672,Z=5406.450195)","(X=0,Y=0,Z=0)","(X=-13359.721680,Y=25996.560547,Z=4563.894531)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106001010","106001010","1","1001","410052","410052","101","106010","100","4800","0","10000420","0","0","-5300","85","65801","0","106102000","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6001","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106001010.json","/Game/Maps/Chapt06/FG/FG_Redmountain/FG_Redmountain","/Game/Maps/Chapt06/FG/Trigger/TRG_FG_RedMountain","GENDATA_106001010.json","0","0","106001010","106001010","0","1","-25030","-24070","WAYPOINT_106001010.json","SAFE_AREA_106001010.json","SECTOR_GRADE_106001010.json","1","(X=-6014.753906,Y=-2312.323242,Z=-1372.000000)","(X=6922.991211,Y=-8892.313477,Z=89.320679)","(X=7415.000000,Y=-12330.000000,Z=-549.125000)","(X=-18128.974609,Y=9469.916992,Z=-1537.335205)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106001020","106001020","1","1004","410053","410053","101","106030","100","6400","0","10000420","0","0","-3000","87","67776","0","106102000","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6005","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106001020.json","/Game/Maps/Chapt06/FD/FD_SecretJail01/FD_SecretJail01","/Game/Maps/Chapt06/FD/Trigger/TRG_FD_SecretJail01","GENDATA_106001020.json","0","0","106001020","106001020","0","1","-11610","-8319","0","SAFE_AREA_106001020.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-10247.731445,Y=-1703.814697,Z=498.964355)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106001030","106001030","1","1004","410054","410054","101","106040","100","6400","0","10000420","0","0","-3000","88","68039","0","106105300","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6003","0","0","0","0","0","0","0","1","3","1001","3","900002","MAP_MINI_106001030.json","/Game/Maps/Chapt06/FG/FG_SecretPlace01/FG_SecretPlace01","/Game/Maps/Chapt06/FG/Trigger/TRG_FG_SecretPlace01","GENDATA_106001030.json","0","0","0","106001030","0","1","-5894","-8472","0","SAFE_AREA_106001030.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=1796.911133,Y=7105.375488,Z=-1431.708862)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106002010","106002010","1","1001","410055","410055","101","106051","100","3200","0","10000420","0","0","-3000","91","71458","0","106106400","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6007","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106002010.json","/Game/Maps/Chapt06/FD/FD_Redvalley_01/FD_Redvalley_01","/Game/Maps/Chapt06/FD/Trigger/TRG_FD_Redvalley_01","GENDATA_106002010.json","0","0","106002010","106002010","0","1","-30369","-29978","WAYPOINT_106002010.json","SAFE_AREA_106002010.json","SECTOR_GRADE_106002010.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-523.030151,Y=13834.500000,Z=7147.923340)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106002020","106002020","1","1001","410056","410056","101","106052","100","3200","0","10000420","0","0","-3000","93","72138","0","106106400","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6013","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106002020.json","/Game/Maps/Chapt06/FD/FD_Redvalley_02/FD_Redvalley_02","/Game/Maps/Chapt06/FD/Trigger/TRG_FD_Redvalley_02","GENDATA_106002020.json","0","0","106002020","106002020","0","1","-25023","-29571","WAYPOINT_106002020.json","SAFE_AREA_106002020.json","SECTOR_GRADE_106002020.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-16080.000000,Y=-1395.000000,Z=60.000000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106002030","106002030","1","1001","410057","410057","101","106053","100","3200","0","10000420","0","0","-3000","95","73382","0","106106400","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6015","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106002030.json","/Game/Maps/Chapt06/FD/FD_Redvalley_03/FD_Redvalley_03","/Game/Maps/Chapt06/FD/Trigger/TRG_FD_Redvalley_03","GENDATA_106002030.json","0","0","106002030","106002030","0","1","-24366","-29151","WAYPOINT_106002030.json","SAFE_AREA_106002030.json","SECTOR_GRADE_106002030.json","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-12720.000000,Y=11075.000000,Z=4340.000000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"106002040","106002040","1","1001","410058","410058","101","106100","100","6400","0","10000420","0","0","-3000","99","76042","0","106113350","0","0","0","0","0","1","1","1","0","1","1","1050020203","622000001","0","0","61301001","1","621000001","6017","1","0","0","1","0","0","0","1","3","1001","3","900003","MAP_MINI_106002040.json","/Game/Maps/Chapt06/ST/ST_Redvalley_Boss/ST_Redvalley_Boss","/Game/Maps/Chapt06/ST/Trigger/TRG_ST_Redvalley_Boss","GENDATA_106002040.json","0","0","0","106002040","0","1","-21005","-17021","WAYPOINT_106002040.json","SAFE_AREA_106002040.json","0","1","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","(X=-445.000000,Y=-8790.000000,Z=4105.000000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
