StageId,Money,TimeTicket,ClassItem01,ClassItem02,ClassItem03,ClassItem04,ClassItem05,ClassItem06,ClassItemCountMin01,ClassItemCountMin02,ClassItemCountMin03,ClassItemCountMin04,ClassItemCountMin05,ClassItemCountMin06,ClassItemCountMax01,ClassItemCountMax02,ClassItemCountMax03,ClassItemCountMax04,ClassItemCountMax05,ClassItemCountMax06
104004050,"""(2,11)""","""(0)""","""(200201002,1301201406,602202327,1301201408,301201002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200202002,1301201406,602202327,1301201408,301202002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200203002,1301201406,602202327,1301201408,301203002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200204002,1301201406,602202327,1301201408,301204002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200205002,1301201406,602202327,1301201408,301205002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200206002,1301201406,602202327,1301201408,301206002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104004040,"""(2,11)""","""(0)""","""(200201003,1301201406,602202327,1301201408,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200202003,1301201406,602202327,1301201408,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200203003,1301201406,602202327,1301201408,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200204003,1301201406,602202327,1301201408,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200205003,1301201406,602202327,1301201408,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(200206003,1301201406,602202327,1301201408,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104004090,"""(2,11)""","""(0)""","""(200201002,1301201406,602202327,1301201408,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200202002,1301201406,602202327,1301201408,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200203002,1301201406,602202327,1301201408,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200204002,1301201406,602202327,1301201408,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200205002,1301201406,602202327,1301201408,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(200206002,1301201406,602202327,1301201408,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104004100,"""(2,11)""","""(0)""","""(200201003,1301201406,602202327,1301201408,303201002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200202003,1301201406,602202327,1301201408,303202002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200203003,1301201406,602202327,1301201408,303203002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200204003,1301201406,602202327,1301201408,303204002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200205003,1301201406,602202327,1301201408,303205002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(200206003,1301201406,602202327,1301201408,303206002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105001010,"""(2,11)""","""(0)""","""(210110001,200201002,1301201406,602202327,1301201408,301201002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110001,200202002,1301201406,602202327,1301201408,301202002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110001,200203002,1301201406,602202327,1301201408,301203002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110001,200204002,1301201406,602202327,1301201408,301204002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110001,200205002,1301201406,602202327,1301201408,301205002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110001,200206002,1301201406,602202327,1301201408,301206002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104004070,"""(2,11)""","""(0)""","""(210110002,200201003,1301201406,602202327,1301201408,303201002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110002,200202003,1301201406,602202327,1301201408,303202002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110002,200203003,1301201406,602202327,1301201408,303203002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110002,200204003,1301201406,602202327,1301201408,303204002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110002,200205003,1301201406,602202327,1301201408,303205002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110002,200206003,1301201406,602202327,1301201408,303206002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104004060,"""(2,11)""","""(0)""","""(210110003,200201002,1301201406,602202327,1301201408,301201002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110003,200202002,1301201406,602202327,1301201408,301202002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110003,200203002,1301201406,602202327,1301201408,301203002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110003,200204002,1301201406,602202327,1301201408,301204002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110003,200205002,1301201406,602202327,1301201408,301205002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110003,200206002,1301201406,602202327,1301201408,301206002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105001020,"""(2,11)""","""(0)""","""(210110004,200201003,1301201406,602202327,1301201408,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110004,200202003,1301201406,602202327,1301201408,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110004,200203003,1301201406,602202327,1301201408,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110004,200204003,1301201406,602202327,1301201408,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110004,200205003,1301201406,602202327,1301201408,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110004,200206003,1301201406,602202327,1301201408,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105002010,"""(2,11)""","""(0)""","""(210110005,200201002,1301201406,602202418,1301201408,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110005,200202002,1301201406,602202418,1301201408,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110005,200203002,1301201406,602202418,1301201408,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110005,200204002,1301201406,602202418,1301201408,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110005,200205002,1301201406,602202418,1301201408,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110005,200206002,1301201406,602202418,1301201408,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105002050,"""(2,11)""","""(0)""","""(210110006,200201003,1301201406,602202418,1301201408,303201002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110006,200202003,1301201406,602202418,1301201408,303202002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110006,200203003,1301201406,602202418,1301201408,303203002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110006,200204003,1301201406,602202418,1301201408,303204002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110006,200205003,1301201406,602202418,1301201408,303205002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110006,200206003,1301201406,602202418,1301201408,303206002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105002060,"""(2,11)""","""(0)""","""(210110007,200201002,1301201406,602202418,1301201408,301201002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110007,200202002,1301201406,602202418,1301201408,301202002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110007,200203002,1301201406,602202418,1301201408,301203002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110007,200204002,1301201406,602202418,1301201408,301204002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110007,200205002,1301201406,602202418,1301201408,301205002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110007,200206002,1301201406,602202418,1301201408,301206002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105002070,"""(2,11)""","""(0)""","""(210110008,200201003,1301201406,602202418,1301201408,303201002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110008,200202003,1301201406,602202418,1301201408,303202002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110008,200203003,1301201406,602202418,1301201408,303203002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110008,200204003,1301201406,602202418,1301201408,303204002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110008,200205003,1301201406,602202418,1301201408,303205002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110008,200206003,1301201406,602202418,1301201408,303206002,401201003,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106001010,"""(2,11)""","""(0)""","""(210110009,200201002,1301201406,602202418,1301201408,301201002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110009,200202002,1301201406,602202418,1301201408,301202002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110009,200203002,1301201406,602202418,1301201408,301203002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110009,200204002,1301201406,602202418,1301201408,301204002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110009,200205002,1301201406,602202418,1301201408,301205002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110009,200206002,1301201406,602202418,1301201408,301206002,401201002,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106002010,"""(2,11)""","""(0)""","""(210110010,200201003,1301201406,602202418,1301201408,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110010,200202003,1301201406,602202418,1301201408,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110010,200203003,1301201406,602202418,1301201408,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110010,200204003,1301201406,602202418,1301201408,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110010,200205003,1301201406,602202418,1301201408,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110010,200206003,1301201406,602202418,1301201408,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106002020,"""(2,11)""","""(0)""","""(210110011,200201002,1301201406,602202418,1301201408,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110011,200202002,1301201406,602202418,1301201408,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110011,200203002,1301201406,602202418,1301201408,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110011,200204002,1301201406,602202418,1301201408,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110011,200205002,1301201406,602202418,1301201408,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110011,200206002,1301201406,602202418,1301201408,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106002030,"""(2,11)""","""(0)""","""(210110012,200201003,1301201406,602202418,1301201408,303201002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110012,200202003,1301201406,602202418,1301201408,303202002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110012,200203003,1301201406,602202418,1301201408,303203002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110012,200204003,1301201406,602202418,1301201408,303204002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110012,200205003,1301201406,602202418,1301201408,303205002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110012,200206003,1301201406,602202418,1301201408,303206002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106002040,"""(2,11)""","""(0)""","""(210110013,200201002,1301201406,602202418,1301201408,301201002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110013,200202002,1301201406,602202418,1301201408,301202002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110013,200203002,1301201406,602202418,1301201408,301203002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110013,200204002,1301201406,602202418,1301201408,301204002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110013,200205002,1301201406,602202418,1301201408,301205002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110013,200206002,1301201406,602202418,1301201408,301206002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
101005020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
102005020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
103003050,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
103003060,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104003010,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
104005010,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
105002020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106001020,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
106001030,"""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107001010,"""(2,11)""","""(0)""","""(210110014,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110014,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110014,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110014,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110014,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110014,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107001020,"""(2,11)""","""(0)""","""(210110015,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110015,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110015,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110015,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110015,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110015,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107001030,"""(2,11)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107002010,"""(2,11)""","""(0)""","""(210110016,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110016,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110016,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110016,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110016,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(210110016,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,904200001,802200002,901200901,901200602)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107002020,"""(2,11)""","""(0)""","""(210110017,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110017,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110017,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110017,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110017,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110017,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107003010,"""(2,11)""","""(0)""","""(210110018,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110018,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110018,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110018,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110018,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110018,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
107003020,"""(2,11)""","""(0)""","""(210110019,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110019,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110019,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110019,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110019,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110019,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108001010,"""(2,11)""","""(0)""","""(210110020,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110020,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110020,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110020,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110020,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110020,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108001020,"""(2,11)""","""(0)""","""(210110021,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110021,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110021,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110021,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110021,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110021,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108001040,"""(2,11)""","""(0)""","""(210110022,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110022,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110022,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110022,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110022,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110022,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108001050,"""(2,11)""","""(0)""","""(210110023,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110023,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110023,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110023,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110023,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(210110023,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,903200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
108001030,"""(2,11)""","""(0)""","""(210110024,200201003,1301201406,602202418,303201002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110024,200202003,1301201406,602202418,303202002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110024,200203003,1301201406,602202418,303203002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110024,200204003,1301201406,602202418,303204002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110024,200205003,1301201406,602202418,303205002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(210110024,200206003,1301201406,602202418,303206002,401201003,508200002,1201200201,905200001,803200002,901201001,901200702)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
109001020,"""(2,11)""","""(0)""","""(210110001,200201002,1301201406,602202418,301201002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(210110001,200202002,1301201406,602202418,301202002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(210110001,200203002,1301201406,602202418,301203002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(210110001,200204002,1301201406,602202418,301204002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(210110001,200205002,1301201406,602202418,301205002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(210110001,200206002,1301201406,602202418,301206002,401201002,508200002,1201200201,904200001,801200002,901200801,901200502)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)""","""(0)"""
