"Name","RowId","MiniGroupId","MiniStageId","BidoMatrixStageId","MiniMapCoordinateLT","MiniMapCoordinateRB","MiniMapZoom","UserMovingRaderZoom","MiniMapResource","ElliteCheck","DefaultOpenList","ElliteStageId"
"142","142","3070","201003043","0","(X=-23550, Y=-25360, Z=0)","(X=35450, Y=33640, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under04_S","0","2","0"
"143","143","3070","12001","0","(X=-11140.0, Y=-14930.0, Z=0)","(X=18860.0, Y=15070.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under05","0","2","0"
"144","144","3080","10060","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"145","145","3080","10061","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"146","146","3080","10062","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"147","147","3080","10063","0","(X=-23860, Y=-23790, Z=0)","(X=24140, Y=24210, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C02","0","2","0"
"148","148","3090","105002010","0","(X=-27510, Y=-29730, Z=0)","(X=25490, Y=23270, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Forest","0","2","200022120"
"149","149","3090","200022120","0","(X=-27510, Y=-29730, Z=0)","(X=25490, Y=23270, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Forest","1","2","105002010"
"150","150","3040","300330","0","(X=-25370, Y=-25180, Z=0)","(X=24630, Y=24820, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_EightAngle","0","2","0"
"151","151","3110","300400","0","(X=-18000, Y=-20480, Z=0)","(X=20000, Y=17520, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_Tutorial","0","0","0"
"152","152","4010","107001020","0","(X=-25910, Y=-33300, Z=0)","(X=17090, Y=9700, Z=0) ","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_R_Desert","0","2","0"
"153","153","4020","107001010","0","(X=-56590, Y=-63890, Z=0)","(X=51410, Y=44110, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Desert_ship","0","2","200022210"
"154","154","4020","200022210","0","(X=-58820, Y=-59890, Z=0)","(X=41180, Y=40110, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Desert","1","2","107001010"
"155","155","4020","300440","0","(X=-23990, Y=-23930, Z=0)","(X=24010, Y=24070, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A02","0","2","0"
"156","156","4030","107002010","0","(X=-19160, Y=-18860, Z=0)","(X=18840, Y=19140, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_AntTunnel_01","0","2","200022220"
"157","157","4030","200022220","0","(X=-19160, Y=-18860, Z=0)","(X=18840, Y=19140, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_AntTunnel_01","1","2","107002010"
"158","158","4030","107002020","0","(X=-19350, Y=-21200, Z=0)","(X=18650, Y=16800, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_AntTunnel_02","0","2","200022221"
"159","159","4030","200022221","0","(X=-19350, Y=-21200, Z=0)","(X=18650, Y=16800, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_AntTunnel_02","1","2","107002020"
"160","160","4040","108001010","0","(X=-23310.0, Y=-23690.0, Z=0)","(X=20290.0, Y=19910.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_01","0","2","200022240"
"161","161","4040","108001020","0","(X=-28890.0, Y=-29470.0, Z=0)","(X=26710.0, Y=26130.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_02","0","2","200022241"
"162","162","4040","108001030","0","(X=-28400.0, Y=-33800.0, Z=0)","(X=30600.0, Y=25200.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_03","0","2","200022242"
"163","163","4040","200022240","0","(X=-23310.0, Y=-23690.0, Z=0)","(X=20290.0, Y=19910.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_01","1","2","108001010"
"164","164","4040","200022241","0","(X=-28890.0, Y=-29470.0, Z=0)","(X=26710.0, Y=26130.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_02","1","2","108001020"
"165","165","4040","200022242","0","(X=-28400.0, Y=-33800.0, Z=0)","(X=30600.0, Y=25200.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_StoneGrave_03","1","2","108001030"
"166","166","4050","108001040","0","(X=-28530.0, Y=-27320.0, Z=0)","(X=26470.0, Y=27680.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SwordGrave_01","0","2","200022250"
"167","167","4050","108001050","0","(X=-32570.0, Y=-41360.0, Z=0)","(X=44030.0, Y=35240.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SwordGrave_02","0","2","200022251"
"168","168","4050","200022250","0","(X=-28530.0, Y=-27320.0, Z=0)","(X=26470.0, Y=27680.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SwordGrave_01","1","2","108001040"
"169","169","4050","200022251","0","(X=-32570.0, Y=-41360.0, Z=0)","(X=44030.0, Y=35240.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SwordGrave_02","1","2","108001050"
"170","170","4060","10080","0","(X=-23710, Y=-23500, Z=0)","(X=24290, Y=24500, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_B01","0","2","0"
"171","171","4060","10081","0","(X=-23710, Y=-23500, Z=0)","(X=24290, Y=24500, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_B01","0","2","0"
"172","172","4060","10082","0","(X=-23710, Y=-23500, Z=0)","(X=24290, Y=24500, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_B01","0","2","0"
"173","173","4060","10083","0","(X=-23970, Y=-23970, Z=0)","(X=24030, Y=24030, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_B02","0","2","0"
"174","174","4070","10070","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"175","175","4070","10071","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"176","176","4070","10072","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"177","177","4070","10073","0","(X=-23860, Y=-23790, Z=0)","(X=24140, Y=24210, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A02","0","2","0"
"178","178","4100","201004040","0","(X=-27410, Y=-28030, Z=0)","(X=27189.99, Y=26570, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under01_S","0","2","0"
"179","179","4100","201004041","0","(X=-21740.0, Y=-24220, Z=0)","(X=27260.0, Y=24780, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under03_S","0","2","0"
"180","180","4100","201004042","0","(X=-20990, Y=-21550, Z=0)","(X=22410, Y=21850, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under02_S","0","2","0"
"181","181","4100","201004043","0","(X=-29330, Y=-29710, Z=0)","(X=30070, Y=29690, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under14_S","0","2","0"
"182","182","4100","12002","0","(X=-19990, Y=-17880.0, Z=0)","(X=20010, Y=22120, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under15","0","2","0"
"183","183","4110","300360","0","(X=-8500.0, Y=-8440.0, Z=0)","(X=8500.0, Y=8560.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/RD_BloodTusa","0","0","0"
"184","184","5030","109001010","0","(X=-17060.0, Y=-21830.0, Z=0)","(X=16340.0, Y=11570.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/TW_Sabuk_renewal","0","4","0"
"185","185","5010","107003010","0","(X=-55410, Y=-53230, Z=0)","(X=38190, Y=40370, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Sabuk","0","0","0"
"186","186","5020","107003020","0","(X=-32810, Y=-27000, Z=0)","(X=25190, Y=31000, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Sabukjail","0","2","200022230"
"187","187","5020","200022230","0","(X=-32810, Y=-27000, Z=0)","(X=25190, Y=31000, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Sabukjail","1","2","107003020"
"188","188","5040","109001020","0","(X=-17470, Y=-20600, Z=0)","(X=19330, Y=16200, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_SabukValley","0","2","0"
"189","189","5050","109001030","0","(X=-17390, Y=-18100, Z=0)","(X=17610, Y=16900, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukValleycave","0","2","200022260"
"190","190","5050","200022260","0","(X=-17390, Y=-18100, Z=0)","(X=17610, Y=16900, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukValleycave","1","2","109001030"
"191","191","5060","109001040","0","(X=-26980, Y=-28260, Z=0)","(X=27020, Y=25740, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_01","0","2","200022270"
"192","192","5060","109001050","0","(X=-28840, Y=-29440, Z=0)","(X=27160, Y=26560, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_02","0","2","200022280"
"193","193","5060","109001060","0","(X=-28700, Y=-26670, Z=0)","(X=29300, Y=31330, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_03","0","2","200022290"
"194","194","5060","200022270","0","(X=-26980, Y=-28260, Z=0)","(X=27020, Y=25740, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_01","1","2","109001040"
"195","195","5060","200022280","0","(X=-28840, Y=-29440, Z=0)","(X=27160, Y=26560, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_02","1","2","109001050"
"196","196","5060","200022290","0","(X=-28700, Y=-26670, Z=0)","(X=29300, Y=31330, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SabukWall_03","1","2","109001060"
"197","197","5070","10090","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"198","198","5070","10091","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"199","199","5070","10092","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C01","0","2","0"
"200","200","5070","10093","0","(X=-23860, Y=-23790, Z=0)","(X=24140, Y=24210, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_C02","0","2","0"
"201","201","5080","300390","0","(X=-8500.0, Y=-8440.0, Z=0)","(X=8500.0, Y=8560.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/RD_BloodTusa","0","0","0"
"202","202","18010","110001010","0","(X=-46380, Y=-48870, Z=0)","(X=39620, Y=37130, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_IceField","0","5","0"
"203","203","18020","110001020","0","(X=-35935, Y=-37110, Z=0)","(X=34065, Y=32890, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_IcePalace","0","2","200022330"
"204","204","18020","200022330","0","(X=-35935, Y=-37110, Z=0)","(X=34065, Y=32890, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_IcePalace","1","2","110001020"
"205","205","18030","110002010","0","(X=-41315, Y=-41860, Z=0)","(X=42685, Y=42140, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_01","0","2","200022300"
"206","206","18030","110002020","0","(X=-40440, Y=-38915, Z=0)","(X=39560, Y=41085, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_02","0","2","200022310"
"207","207","18030","110002030","0","(X=-39145, Y=-28105, Z=0)","(X=40855, Y=51895, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_03","0","2","200022320"
"208","208","18030","200022300","0","(X=-41315, Y=-41860, Z=0)","(X=42685, Y=42140, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_01","1","2","110002010"
"209","209","18030","200022310","0","(X=-40440, Y=-38915, Z=0)","(X=39560, Y=41085, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_02","1","2","110002020"
"210","210","18030","200022320","0","(X=-39145, Y=-28105, Z=0)","(X=40855, Y=51895, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_03","1","2","110002030"
"211","211","18030","110003010","0","(X=-30795, Y=-29395, Z=0)","(X=30855, Y=32255, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_BlackDragon","0","1","0"
"212","212","18040","10100","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"213","213","18040","10101","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"214","214","18040","10102","0","(X=-23840, Y=-23570, Z=0)","(X=24160, Y=24430, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A01","0","2","0"
"215","215","18040","10103","0","(X=-23860, Y=-23790, Z=0)","(X=24140, Y=24210, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Elite_A02","0","2","0"
"216","216","18050","201004050","0","(X=-27410, Y=-28030, Z=0)","(X=27189.99, Y=26570, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under01_S","0","2","0"
"217","217","18050","201004051","0","(X=-21740.0, Y=-24220, Z=0)","(X=27260.0, Y=24780, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under03_S","0","2","0"
"218","218","18050","201004052","0","(X=-20990, Y=-21550, Z=0)","(X=22410, Y=21850, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under02_S","0","2","0"
"219","219","18050","201004053","0","(X=-29330, Y=-29710, Z=0)","(X=30070, Y=29690, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Under14_S","0","2","0"
"220","220","21010","110500010","0","(X=-10330, Y=-9190.0, Z=0)","(X=8070, Y=9210, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Deck","0","4","0"
"221","221","21010","110500020","0","(X=-39920, Y=-37070, Z=0)","(X=42080, Y=44930, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Ship_01","0","2","0"
"222","222","21010","110500030","0","(X=-39700, Y=-37690, Z=0)","(X=40300, Y=42310, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Ship_02","0","2","0"
"223","223","21020","110501010","0","(X=-50580, Y=-39200, Z=0)","(X=7820, Y=19200, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_R_Forest","0","2","0"
"224","224","21020","110501020","0","(X=-20980.0, Y=-19120.0, Z=0)","(X=17420.0, Y=19280.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Uma_01","0","2","0"
"225","225","21020","110501030","0","(X=-32030.0, Y=-25010.0, Z=0)","(X=14370.0, Y=21390.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Uma_02","0","2","0"
"226","226","21020","110501040","0","(X=-19160.0, Y=-13330.0, Z=0)","(X=33240.0, Y=39070.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Uma_03","0","2","0"
"227","227","21020","110501050","0","(X=-10530, Y=-10960, Z=0)","(X=11470, Y=11040, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/ST_Uma_Boss","0","2","0"
"228","228","21030","110502010","0","(X=-25950, Y=-25520, Z=0)","(X=23250, Y=23680, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_SnakeValley_S","0","2","0"
"229","229","21030","110502020","0","(X=-22070, Y=-24850, Z=0)","(X=21930, Y=19150, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SnakeCave","0","2","0"
"230","230","21030","110502030","0","(X=-25370, Y=-25180, Z=0)","(X=24630, Y=24820, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_EightAngle","0","2","0"
"231","231","21030","110502040","0","(X=-31770.0, Y=-37180.0, Z=0)","(X=46230.0, Y=40820.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine01_01_S","0","2","0"
"232","232","21030","110502050","0","(X=-47740, Y=-40730, Z=0)","(X=39860, Y=46870, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine01_02_S","0","2","0"
"233","233","21030","110502060","0","(X=-41710, Y=-50480, Z=0)","(X=43290, Y=34520, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine01_03_S","0","2","0"
"234","234","21030","110502070","0","(X=-6270, Y=-8610, Z=0)","(X=6330, Y=3990, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/ST_Mine_Boss_02","0","2","0"
"235","235","21050","110500040","0","(X=-21970, Y=-13260, Z=0)","(X=22030, Y=30740, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Void","0","2","0"
"236","236","21060","110500050","0","(X=-21970, Y=-13260, Z=0)","(X=22030, Y=30740, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Void","0","2","0"
"237","237","6001","200501400","0","(X=-16400, Y=-11160, Z=0)","(X=16400, Y=21640, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/Party_BasementJail","0","0","0"
"238","238","6002","200400201","0","(X=-24890, Y=-32540, Z=0)","(X=25110, Y=17460, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_Backstreet_x1_5","0","0","0"
"239","239","6003","200400301","0","(X=-23990, Y=-23930, Z=0)","(X=24010, Y=24070, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/Elite_A02","0","0","0"
"240","240","6004","200501051","0","(X=-31770.0, Y=-37180.0, Z=0)","(X=46230.0, Y=40820.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine01_01_S","0","0","0"
"241","241","6005","200400221","0","(X=-21740.0, Y=-24220, Z=0)","(X=27260.0, Y=24780, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_Under03_S","0","0","0"
"242","242","6006","200501020","0","(X=-21820, Y=-23060, Z=0)","(X=22180, Y=20940, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Oma02_02","0","0","0"
"243","243","6007","200400501","0","(X=-22980, Y=-20090, Z=0)","(X=18020, Y=20910, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/Party_Occupation","0","0","0"
"244","244","6008","200501100","0","(X=-13710, Y=-15930, Z=0)","(X=15690, Y=13470, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_VillainTown","0","0","0"
"245","245","6009","200400401","0","(X=-14760.0, Y=-29050.0, z=0)","(X=50840.0, Y=36550.0, z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine02_02","0","0","0"
"246","246","6010","200400211","0","(X=-22070, Y=-24850, Z=0)","(X=21930, Y=19150, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_SnakeCave","0","0","0"
"247","247","6011","200601030","0","(X=-27640, Y=-39820, Z=0)","(X=42360, Y=30180, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_DeathValley_01_S","0","0","0"
"248","248","6012","200501040","0","(X=-12630.0, Y=-8470.0, Z=0)","(X=9370.0, Y=13530.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_SecretJail01","0","0","0"
"249","249","6013","200400231","0","(X=-17060.0, Y=-21830.0, Z=0)","(X=16340.0, Y=11570.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/TW_Sabuk_renewal","0","0","0"
"250","250","6014","200501940","0","(X=-32810, Y=-27000, Z=0)","(X=25190, Y=31000, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_Sabukjail","0","0","0"
"251","251","6015","200501960","0","(X=-15340, Y=-15150, Z=0)","(X=15260, Y=15450, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/PartyField_02","0","0","0"
"252","252","6016","200501980","0","(X=-41315, Y=-41860, Z=0)","(X=42685, Y=42140, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FD_ZumaTemple_01","0","0","0"
"253","253","7001","200601010","0","(X=-25370, Y=-25180, Z=0)","(X=24630, Y=24820, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_EightAngle","0","0","0"
"254","254","7002","200601020","0","(X=-8500.0, Y=-8440.0, Z=0)","(X=8500.0, Y=8560.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/RD_BloodTusa","0","0","0"
"255","255","7003","200300000","0","(X=-14940, Y=-6000, Z=0)","(X=5460, Y=14400, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/Raid_Snake","0","0","0"
"256","256","7004","200601040","0","(X=-27510, Y=-29730, Z=0)","(X=25490, Y=23270, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_Forest","0","0","0"
"257","257","7005","200501910","0","(X=-20980.0, Y=-19120.0, Z=0)","(X=17420.0, Y=19280.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Uma_01","0","0","0"
"258","258","7006","200601150","0","(X=-50580, Y=-39200, Z=0)","(X=7820, Y=19200, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_R_Forest","0","0","0"
"259","259","7007","200601160","0","(X=-36080, Y=-41910, Z=0)","(X=35920, Y=30090, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/TW_DoGwan","0","0","0"
"260","260","7008","200601170","0","(X=-13670.0, Y=-16640.0, Z=0)","(X=13330.0, Y=10360.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/RD_Underwater02","0","0","0"
"261","261","7009","200601180","0","(X=-13590, Y=-14180, Z=0)","(X=11610, Y=11020, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/MagicSquare_01","0","0","0"
"262","262","7010","200501920","0","(X=-6270, Y=-8610, Z=0)","(X=6330, Y=3990, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/ST_Mine_Boss_02","0","0","0"
"263","263","7011","200501930","0","(X=-25140.0, Y=-30320.0, Z=0)","(X=31860.0, Y=26680.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Redvalley_01","0","0","0"
"264","264","7012","200501500","0","(X=-32570.0, Y=-41360.0, Z=0)","(X=44030.0, Y=35240.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_SwordGrave_02","0","0","0"
"265","265","7013","200501950","0","(X=-24840, Y=-24660, Z=0)","(X=23160, Y=23340, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/FG_Mountain_02","0","0","0"
"266","266","7014","200501970","0","(X=-17060.0, Y=-21830.0, Z=0)","(X=16340.0, Y=11570.0, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/TW_Sabuk_renewal","0","0","0"
"267","267","8001","200251010","0","(X=-12030.0, Y=-13380.0, Z=0)","(X=11970.0, Y=10620.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/ED_Raid_Uma","0","0","0"
"268","268","8002","200251020","0","(X=-16530.0, Y=-24360.0, Z=0)","(X=16670.0, Y=8840.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/ED_WorldBoss_Golem","0","0","0"
"269","269","8003","200251030","0","(X=-11950.0, Y=-11670.0, Z=0)","(X=12050.0, Y=12330.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/ST_Redvalley_Boss","0","0","0"
"270","270","8004","200251502","0","(X=-11700.0, Y=-11640.0, Z=0)","(X=10300.0, Y=10360.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/GuildAway_Sinsu21","0","0","0"
"271","271","8005","200251540","0","(X=-15610.0, Y=-15380.0, Z=0)","(X=15390.0, Y=15620.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/GuildAwayFirst","0","0","0"
"272","272","8006","200251610","0","(X=-15080.0, Y=-14320.0, Z=0)","(X=14920.0, Y=15680.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/GuildAway_Second","0","0","0"
"273","273","8007","200251650","0","(X=-10990.0, Y=-8160.0, Z=0)","(X=11010.0, Y=13840.0, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/GuildAway_Wall","0","0","0"
"274","274","8008","200251660","0","(X=-41710, Y=-50480, Z=0)","(X=43290, Y=34520, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FD_Mine01_03_S","0","0","0"
"275","275","8009","200251670","0","(X=-23310, Y=-31890, Z=0)","(X=20690, Y=12110, Z=0)","1","1","/Game/UI/Atlas_N_Resource/Minimap/FG_Special01","0","0","0"
"276","276","9001","101","0","(X=-25460, Y=-17580, Z=0)","(X=23140, Y=31020, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Siege_01_M","0","0","0"
"280","280","20001","201","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"281","281","20002","202","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"282","282","20003","203","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
"283","283","20004","204","0","(X=-27745, Y=-30925, Z=0)","(X=33255, Y=30075, Z=0)","1","0.75","/Game/UI/Atlas_N_Resource/Minimap/Sabuk_Siege2","0","13","0"
