"Name","ItemId","UseId","NameSid","NoteSid","MeshId","Icon","Level","MainType","SubType","SmeltingType","SortOrder","ClassId","ReqClassLevel","Tier","Grade","PET_Origin","SellType","SellPrice","Stackable","CoolTime","BuffId","ItemOptionType","SetGroupId","ReinforceMaxLv","SmeltingMaxCount","JewelUpgradeType","JewelUpgradeCount","RandomGetInfoId","SummonGroupId","CastingType","CastingTime","SummonStageType","ItemCasting","CollectAniType","GetWayId","OverlapEquipAble","UnsealingType","OpenboxRewardType","OpenboxRewardId","RandomGetCnt","Durability","Durability_RepairAble","TradeType","UseTimeType","UseEndType_Period","UseEndType_Minute","Lockable","XDracoDelayMinute","GachaTap","TranceGroup","EquipGroup"
"303204020","303204020","303004020","200303420","210303420","(0)","230303420","1","3","3","2","134","4","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204021","303204021","303004021","200303421","210303421","(0)","230303421","1","3","3","3","134","4","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204022","303204022","303004022","200303422","210303422","(0)","230303422","1","3","3","2","134","4","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204023","303204023","303004023","200303423","210303423","(0)","230303423","1","3","3","3","134","4","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204024","303204024","303004024","200303424","210303424","(0)","230303424","1","3","3","2","134","4","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204025","303204025","303004025","200303425","210303425","(0)","230303425","1","3","3","3","134","4","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"303204026","303204026","303004026","200303426","210303426","(0)","230303426","1","3","3","1","134","4","1","1","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"303204027","303204027","303004027","200303427","210303427","(0)","230303427","1","3","3","1","134","4","1","2","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"303204028","303204028","303004028","200303428","210303428","(0)","230303428","1","3","3","1","134","4","1","3","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"303204029","303204029","303004029","200303429","210303429","(0)","230303429","1","3","3","1","134","4","1","4","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"303204030","303204030","303004030","200303430","210303430","(0)","230303430","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204031","303204031","303004031","200303431","210303431","(0)","230303431","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204032","303204032","303004032","200303432","210303432","(0)","230303432","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204033","303204033","303004033","200303433","210303433","(0)","230303433","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204034","303204034","303004034","200303434","210303434","(0)","230303434","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204035","303204035","303004035","200303435","210303435","(0)","230303435","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204036","303204036","303004036","200303436","210303436","(0)","230303436","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204037","303204037","303004037","200303437","210303437","(0)","230303437","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204038","303204038","303004038","200303438","210303438","(0)","230303438","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204039","303204039","303004039","200303439","210303439","(0)","230303439","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"303204040","303204040","303004040","200303440","210303440","(0)","230303440","1","3","3","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204000","304204000","304004000","200304400","210304400","(0)","230304400","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204001","304204001","304004001","200304401","210304401","(0)","230304401","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204002","304204002","304004002","200304402","210304402","(0)","230304402","1","3","4","2","134","4","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204003","304204003","304004003","200304403","210304403","(0)","230304403","1","3","4","3","134","4","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204004","304204004","304004004","200304404","210304404","(0)","230304404","1","3","4","2","134","4","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204005","304204005","304004005","200304405","210304405","(0)","230304405","1","3","4","3","134","4","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204006","304204006","304004006","200304406","210304406","(0)","230304406","1","3","4","2","134","4","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204007","304204007","304004007","200304407","210304407","(0)","230304407","1","3","4","3","134","4","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204008","304204008","304004008","200304408","210304408","(0)","230304408","1","3","4","2","134","4","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204009","304204009","304004009","200304409","210304409","(0)","230304409","1","3","4","3","134","4","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","80","0","0","0","0","0","1","0","0","0","0"
"304204010","304204010","304004010","200304410","210304410","(0)","230304410","1","3","4","2","134","4","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204011","304204011","304004011","200304411","210304411","(0)","230304411","1","3","4","3","134","4","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204012","304204012","304004012","200304412","210304412","(0)","230304412","1","3","4","2","134","4","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204013","304204013","304004013","200304413","210304413","(0)","230304413","1","3","4","3","134","4","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204014","304204014","304004014","200304414","210304414","(0)","230304414","1","3","4","2","134","4","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204015","304204015","304004015","200304415","210304415","(0)","230304415","1","3","4","3","134","4","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204016","304204016","304004016","200304416","210304416","(0)","230304416","1","3","4","2","134","4","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204017","304204017","304004017","200304417","210304417","(0)","230304417","1","3","4","3","134","4","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","100","0","0","0","0","0","1","0","0","0","0"
"304204018","304204018","304004018","200304418","210304418","(0)","230304418","1","3","4","2","134","4","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204019","304204019","304004019","200304419","210304419","(0)","230304419","1","3","4","3","134","4","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204020","304204020","304004020","200304420","210304420","(0)","230304420","1","3","4","2","134","4","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204021","304204021","304004021","200304421","210304421","(0)","230304421","1","3","4","3","134","4","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204022","304204022","304004022","200304422","210304422","(0)","230304422","1","3","4","2","134","4","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204023","304204023","304004023","200304423","210304423","(0)","230304423","1","3","4","3","134","4","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204024","304204024","304004024","200304424","210304424","(0)","230304424","1","3","4","2","134","4","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204025","304204025","304004025","200304425","210304425","(0)","230304425","1","3","4","3","134","4","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","120","0","0","0","0","0","1","0","0","0","0"
"304204026","304204026","304004026","200304426","210304426","(0)","230304426","1","3","4","1","134","4","1","1","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"304204027","304204027","304004027","200304427","210304427","(0)","230304427","1","3","4","1","134","4","1","2","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"304204028","304204028","304004028","200304428","210304428","(0)","230304428","1","3","4","1","134","4","1","3","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"304204029","304204029","304004029","200304429","210304429","(0)","230304429","1","3","4","1","134","4","1","4","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","150","0","0","0","0","0","1","0","0","0","0"
"304204030","304204030","304004030","200304430","210304430","(0)","230304430","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204031","304204031","304004031","200304431","210304431","(0)","230304431","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204032","304204032","304004032","200304432","210304432","(0)","230304432","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204033","304204033","304004033","200304433","210304433","(0)","230304433","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204034","304204034","304004034","200304434","210304434","(0)","230304434","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204035","304204035","304004035","200304435","210304435","(0)","230304435","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204036","304204036","304004036","200304436","210304436","(0)","230304436","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204037","304204037","304004037","200304437","210304437","(0)","230304437","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204038","304204038","304004038","200304438","210304438","(0)","230304438","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204039","304204039","304004039","200304439","210304439","(0)","230304439","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"304204040","304204040","304004040","200304440","210304440","(0)","230304440","1","3","4","1","134","4","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","60","0","0","0","0","0","1","0","0","0","0"
"200205000","200205000","200005000","200201500","210201500","(181101)","230201500","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205001","200205001","200005001","200201501","210201501","(181102)","230201501","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205002","200205002","200005002","200201502","210201502","(181103)","230201502","1","2","5","2","134","5","1","1","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205003","200205003","200005003","200201503","210201503","(181104)","230201503","1","2","5","3","134","5","1","1","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205004","200205004","200005004","200201504","210201504","(181105)","230201502","1","2","5","2","134","5","1","2","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205005","200205005","200005005","200201505","210201505","(181106)","230201503","1","2","5","3","134","5","1","2","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205006","200205006","200005006","200201506","210201506","(181107)","230201502","1","2","5","2","134","5","1","3","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205007","200205007","200005007","200201507","210201507","(181108)","230201503","1","2","5","3","134","5","1","3","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205008","200205008","200005008","200201508","210201508","(181109)","230201502","1","2","5","2","134","5","1","4","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205009","200205009","200005009","200201509","210201509","(181110)","230201503","1","2","5","3","134","5","1","4","2","0","0","2000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","101","0","0","0","0","0","1","0","0","0","0"
"200205010","200205010","200005010","200201510","210201510","(181111)","230201510","1","2","5","2","134","5","1","1","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205011","200205011","200005011","200201511","210201511","(181112)","230201511","1","2","5","3","134","5","1","1","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205012","200205012","200005012","200201512","210201512","(181113)","230201510","1","2","5","2","134","5","1","2","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205013","200205013","200005013","200201513","210201513","(181114)","230201511","1","2","5","3","134","5","1","2","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205014","200205014","200005014","200201514","210201514","(181115)","230201510","1","2","5","2","134","5","1","3","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205015","200205015","200005015","200201515","210201515","(181116)","230201511","1","2","5","3","134","5","1","3","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205016","200205016","200005016","200201516","210201516","(181117)","230201510","1","2","5","2","134","5","1","4","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205017","200205017","200005017","200201517","210201517","(181118)","230201511","1","2","5","3","134","5","1","4","3","0","0","10000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","126","0","0","0","0","0","1","0","0","0","0"
"200205018","200205018","200005018","200201518","210201518","(181119)","230201518","1","2","5","2","134","5","1","1","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205019","200205019","200005019","200201519","210201519","(181120)","230201519","1","2","5","3","134","5","1","1","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205020","200205020","200005020","200201520","210201520","(181121)","230201518","1","2","5","2","134","5","1","2","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205021","200205021","200005021","200201521","210201521","(181122)","230201519","1","2","5","3","134","5","1","2","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205022","200205022","200005022","200201522","210201522","(181123)","230201518","1","2","5","2","134","5","1","3","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205023","200205023","200005023","200201523","210201523","(181124)","230201519","1","2","5","3","134","5","1","3","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205024","200205024","200005024","200201524","210201524","(181125)","230201518","1","2","5","2","134","5","1","4","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205025","200205025","200005025","200201525","210201525","(181126)","230201519","1","2","5","3","134","5","1","4","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","151","0","0","0","0","0","1","0","0","0","0"
"200205026","200205026","200005026","200201526","210201526","(181127)","230201526","1","2","5","1","134","5","1","1","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","189","0","0","0","0","0","1","0","0","0","0"
"200205027","200205027","200005027","200201527","210201527","(181128)","230201527","1","2","5","1","134","5","1","2","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","189","0","0","0","0","0","1","0","0","0","0"
"200205028","200205028","200005028","200201528","210201528","(181129)","230201528","1","2","5","1","134","5","1","3","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","189","0","0","0","0","0","1","0","0","0","0"
"200205029","200205029","200005029","200201529","210201529","(181130)","230201529","1","2","5","1","134","5","1","4","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","189","0","0","0","0","0","1","0","0","0","0"
"200205030","200205030","200005030","200201530","210201530","(181131)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205031","200205031","200005031","200201531","210201531","(181132)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205032","200205032","200005032","200201532","210201532","(181133)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205033","200205033","200005033","200201533","210201533","(181134)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205034","200205034","200005034","200201534","210201534","(181135)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205035","200205035","200005035","200201535","210201535","(181136)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205036","200205036","200005036","200201536","210201536","(181137)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205037","200205037","200005037","200201537","210201537","(181138)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205038","200205038","200005038","200201538","210201538","(181139)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205039","200205039","200005039","200201539","210201539","(181140)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"200205040","200205040","200005040","200201540","210201540","(181141)","230201529","1","2","5","1","134","5","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","75","0","0","0","0","0","1","0","0","0","0"
"301205000","301205000","301005000","200301500","210301500","(0)","230301500","1","3","1","1","134","5","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"301205001","301205001","301005001","200301501","210301501","(0)","230301501","1","3","1","1","134","5","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"301205002","301205002","301005002","200301502","210301502","(0)","230301502","1","3","1","2","134","5","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","92","0","0","0","0","0","1","0","0","0","0"
"301205003","301205003","301005003","200301503","210301503","(0)","230301503","1","3","1","3","134","5","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","92","0","0","0","0","0","1","0","0","0","0"
"301205004","301205004","301005004","200301504","210301504","(0)","230301504","1","3","1","2","134","5","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","92","0","0","0","0","0","1","0","0","0","0"
"301205005","301205005","301005005","200301505","210301505","(0)","230301505","1","3","1","3","134","5","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","92","0","0","0","0","0","1","0","0","0","0"
"301205006","301205006","301005006","200301506","210301506","(0)","230301506","1","3","1","2","134","5","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","92","0","0","0","0","0","1","0","0","0","0"
