"Name","IconId","Type","Path","IsMultiLanguage"
"230302435","230302435","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302436","230302436","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302437","230302437","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302438","230302438","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302439","230302439","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302440","230302440","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pca_01/PCA_Armor_00_Pants_Sprite","0"
"230302500","230302500","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302501","230302501","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302502","230302502","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_01_Pants_Sprite","0"
"230302503","230302503","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_02_Pants_Sprite","0"
"230302504","230302504","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_01_Pants_Sprite","0"
"230302505","230302505","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_02_Pants_Sprite","0"
"230302506","230302506","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_01_Pants_Sprite","0"
"230302507","230302507","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_02_Pants_Sprite","0"
"230302508","230302508","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_01_Pants_Sprite","0"
"230302509","230302509","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_02_Pants_Sprite","0"
"230302510","230302510","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_03_Pants_Sprite","0"
"230302511","230302511","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_04_Pants_Sprite","0"
"230302512","230302512","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_03_Pants_Sprite","0"
"230302513","230302513","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_04_Pants_Sprite","0"
"230302514","230302514","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_03_Pants_Sprite","0"
"230302515","230302515","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_04_Pants_Sprite","0"
"230302516","230302516","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_03_Pants_Sprite","0"
"230302517","230302517","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_04_Pants_Sprite","0"
"230302518","230302518","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_05_Pants_Sprite","0"
"230302519","230302519","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_06_Pants_Sprite","0"
"230302520","230302520","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_05_Pants_Sprite","0"
"230302521","230302521","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_06_Pants_Sprite","0"
"230302522","230302522","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_05_Pants_Sprite","0"
"230302523","230302523","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_06_Pants_Sprite","0"
"230302524","230302524","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_05_Pants_Sprite","0"
"230302525","230302525","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_06_Pants_Sprite","0"
"230302526","230302526","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_07_Pants_Sprite","0"
"230302527","230302527","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_07_Pants_Sprite","0"
"230302528","230302528","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_07_Pants_Sprite","0"
"230302529","230302529","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_07_Pants_Sprite","0"
"230302530","230302530","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302531","230302531","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302532","230302532","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302533","230302533","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302534","230302534","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302535","230302535","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302536","230302536","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302537","230302537","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302538","230302538","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302539","230302539","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302540","230302540","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcz_01/PCZ_Armor_00_Pants_Sprite","0"
"230302600","230302600","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_00_Pants_Sprite","0"
"230302601","230302601","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_01_Pants_Sprite","0"
"230302602","230302602","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_02_Pants_Sprite","0"
"230302603","230302603","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_03_Pants_Sprite","0"
"230302604","230302604","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_04_Pants_Sprite","0"
"230302605","230302605","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_05_Pants_Sprite","0"
"230302606","230302606","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_06_Pants_Sprite","0"
"230302607","230302607","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcd_01/PCD_Armor_07_Pants_Sprite","0"
"230303100","230303100","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_00_Gloves_Sprite","0"
"230303101","230303101","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_00_Gloves_Sprite","0"
"230303102","230303102","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_01_Gloves_Sprite","0"
"230303103","230303103","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_02_Gloves_Sprite","0"
"230303104","230303104","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_01_Gloves_Sprite","0"
"230303105","230303105","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_02_Gloves_Sprite","0"
"230303106","230303106","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_01_Gloves_Sprite","0"
"230303107","230303107","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_02_Gloves_Sprite","0"
"230303108","230303108","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_01_Gloves_Sprite","0"
"230303109","230303109","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_02_Gloves_Sprite","0"
"230303110","230303110","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_03_Gloves_Sprite","0"
"230303111","230303111","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_04_Gloves_Sprite","0"
"230303112","230303112","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_03_Gloves_Sprite","0"
"230303113","230303113","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_04_Gloves_Sprite","0"
"230303114","230303114","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_03_Gloves_Sprite","0"
"230303115","230303115","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_04_Gloves_Sprite","0"
"230303116","230303116","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_03_Gloves_Sprite","0"
"230303117","230303117","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_04_Gloves_Sprite","0"
"230303118","230303118","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303119","230303119","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_06_Gloves_Sprite","0"
"230303120","230303120","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303121","230303121","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_06_Gloves_Sprite","0"
"230303122","230303122","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303123","230303123","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_06_Gloves_Sprite","0"
"230303124","230303124","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303125","230303125","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_06_Gloves_Sprite","0"
"230303126","230303126","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_07_Gloves_Sprite","0"
"230303127","230303127","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_07_Gloves_Sprite","0"
"230303128","230303128","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_07_Gloves_Sprite","0"
"230303129","230303129","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_07_Gloves_Sprite","0"
"230303130","230303130","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303131","230303131","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303132","230303132","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303133","230303133","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303134","230303134","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303135","230303135","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303136","230303136","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303137","230303137","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303138","230303138","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303139","230303139","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303140","230303140","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcw_01/PCW_Armor_05_Gloves_Sprite","0"
"230303200","230303200","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303201","230303201","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303202","230303202","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_01_Gloves_Sprite","0"
"230303203","230303203","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_02_Gloves_Sprite","0"
"230303204","230303204","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_01_Gloves_Sprite","0"
"230303205","230303205","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_02_Gloves_Sprite","0"
"230303206","230303206","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_01_Gloves_Sprite","0"
"230303207","230303207","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_02_Gloves_Sprite","0"
"230303208","230303208","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_01_Gloves_Sprite","0"
"230303209","230303209","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_02_Gloves_Sprite","0"
"230303210","230303210","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_03_Gloves_Sprite","0"
"230303211","230303211","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_04_Gloves_Sprite","0"
"230303212","230303212","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_03_Gloves_Sprite","0"
"230303213","230303213","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_04_Gloves_Sprite","0"
"230303214","230303214","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_03_Gloves_Sprite","0"
"230303215","230303215","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_04_Gloves_Sprite","0"
"230303216","230303216","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_03_Gloves_Sprite","0"
"230303217","230303217","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_04_Gloves_Sprite","0"
"230303218","230303218","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_05_Gloves_Sprite","0"
"230303219","230303219","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_06_Gloves_Sprite","0"
"230303220","230303220","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_05_Gloves_Sprite","0"
"230303221","230303221","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_06_Gloves_Sprite","0"
"230303222","230303222","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_05_Gloves_Sprite","0"
"230303223","230303223","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_06_Gloves_Sprite","0"
"230303224","230303224","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_05_Gloves_Sprite","0"
"230303225","230303225","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_06_Gloves_Sprite","0"
"230303226","230303226","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_07_Gloves_Sprite","0"
"230303227","230303227","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_07_Gloves_Sprite","0"
"230303228","230303228","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_07_Gloves_Sprite","0"
"230303229","230303229","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_07_Gloves_Sprite","0"
"230303230","230303230","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303231","230303231","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303232","230303232","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303233","230303233","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303234","230303234","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303235","230303235","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303236","230303236","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303237","230303237","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303238","230303238","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303239","230303239","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303240","230303240","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pcm_01/PCM_Armor_00_Gloves_Sprite","0"
"230303300","230303300","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pct_01/PCT_Armor_00_Gloves_Sprite","0"
"230303301","230303301","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Spr_Equip/Spr_Item_Equip_Pct_01/PCT_Armor_00_Gloves_Sprite","0"
